geonameid,name,asciiname,country_code,latitude,longitude,population,elevation
728782,Nikopol,Nikopol,BG,43.70528,24.89521,4137,
730415,Tsar Kaloyan,Tsar Kaloyan,BG,43.61667,26.25,3994,
727329,Shabla,Shabla,BG,43.53983,28.53429,3901,
725816,Sveti Vlas,Sveti Vlas,BG,42.7136,27.75867,3875,50
731961,Dragoman,Dragoman,BG,42.92191,22.93109,3814,
729825,Kula,Kula,BG,43.8879,22.52241,3738,
729040,Mizia,Mizia,BG,43.68623,23.85371,3712,
725679,Valchidol,Valchidol,BG,43.4,27.55,3697,
729909,Krivodol,Krivodol,BG,43.37444,23.48444,3651,
730542,Kaspichan,Kaspichan,BG,43.31667,27.16667,3635,
725435,Zavet,Zavet,BG,43.76036,26.68063,3589,
730982,Gulyantsi,Gulyantsi,BG,43.64109,24.69368,3589,
727598,Roman,Roman,BG,43.15,23.91667,3571,
729646,Letnitsa,Letnitsa,BG,43.31167,25.07333,3528,
732122,Dolna Mitropolia,Dolna Mitropolia,BG,43.46667,24.53333,3479,
731809,Dunavtsi,Dunavtsi,BG,43.92111,22.82111,3371,
727067,Slivo Pole,Slivo Pole,BG,43.94248,26.20464,3252,
725611,Yablanitsa,Yablanitsa,BG,43.02813,24.10244,3237,
726307,Tran,Tran,BG,42.83528,22.65167,3102,
728631,Opaka,Opaka,BG,43.45,26.16667,3002,
733058,Borovan,Borovan,BG,43.42959,23.75331,2941,
730040,Koynare,Koynare,BG,43.35,24.13333,2926,
732915,Bregovo,Bregovo,BG,44.15191,22.63877,2892,
729174,Medkovets,Medkovets,BG,43.62403,23.16876,2690,
725588,Yakimovo,Yakimovo,BG,43.63472,23.3535,2665,
727759,Ravda,Ravda,BG,42.64185,27.67713,2556,
733043,Borovo,Borovo,BG,43.49802,25.8082,2467,
732721,Byala,Byala,BG,42.87426,27.88865,2327,
727455,Samuil,Samuil,BG,43.51667,26.75,2283,
728056,Pordim,Pordim,BG,43.38333,24.85,2230,
726245,Tsenovo,Tsenovo,BG,43.53588,25.65764,2229,
730425,Hayredin,Hayredin,BG,43.60193,23.66135,2228,
731415,Glavinitsa,Glavinitsa,BG,43.91667,26.83333,2220,
732986,Boychinovtsi,Boychinovtsi,BG,43.47058,23.33499,2181,
7874334,Aheloy,Aheloy,BG,42.64987,27.64838,2112,
728674,Obzor,Obzor,BG,42.81998,27.88007,2002,
732456,Chiprovtsi,Chiprovtsi,BG,43.38417,22.88083,1941,
733679,Alfatar,Alfatar,BG,43.94691,27.28587,1916,
731056,Gramada,Gramada,BG,43.83738,22.65279,1872,
732862,Brusartsi,Brusartsi,BG,43.66325,23.06692,1734,
729880,Krushari,Krushari,BG,43.81675,27.75552,1722,
728709,Novo Selo,Novo Selo,BG,44.16214,22.78376,1574,
730651,Kaolinovo,Kaolinovo,BG,43.61667,27.11667,1537,
732253,Dimovo,Dimovo,BG,43.74167,22.72694,1461,
727358,Senovo,Senovo,BG,43.65,26.36667,1459,
725967,Venets,Venets,BG,43.55,26.93333,1450,
8604898,Balgarevo,Balgarevo,BG,43.40296,28.41189,1375,
725924,Vetrino,Vetrino,BG,43.31667,27.43333,1368,
731520,Gara Hitrino,Gara Hitrino,BG,43.43333,26.91667,1302,
727495,Ruzhintsi,Ruzhintsi,BG,43.62179,22.83286,1269,
728199,Pliska,Pliska,BG,43.36667,27.11667,1263,
733434,Bata,Bata,BG,42.73816,27.49722,1235,155
727175,Sitovo,Sitovo,BG,44.0273,27.01982,1140,
730337,Kiten,Kiten,BG,43.08333,27.31667,1115,
730504,Kaynardzha,Kaynardzha,BG,43.99278,27.50713,1107,
730852,Ivanovo,Ivanovo,BG,43.68568,25.95565,1031,
728791,Nikola-Kozlevo,Nikola-Kozlevo,BG,43.56667,27.23333,988,
733165,Bliznatsi,Bliznatsi,BG,43.06192,27.86797,940,
729984,Kranevo,Kranevo,BG,43.34157,28.05759,922,
732973,Boynitsa,Boynitsa,BG,43.9573,22.53238,884,
733587,Avren,Avren,BG,43.11667,27.66667,883,
732400,Chuprene,Chuprene,BG,43.51806,22.66611,842,
731458,Georgi Damyanovo,Georgi Damyanovo,BG,43.38611,23.03056,748,
729401,Makresh,Makresh,BG,43.76794,22.66406,660,
726434,Tochilari,Tochilari,BG,43.85,26.46667,0,
726954,Spasovo,Spasovo,BG,43.70168,28.30399,0,
729170,Medovene,Medovene,BG,43.76667,26.51667,0,
729722,Lakatnik,Lakatnik,BG,43.05,23.4,0,
730873,Iskar,Iskar,BG,43.6708,24.45233,0,
731268,Gorichevo,Gorichevo,BG,43.85,26.45,0,
733001,Bov,Bov,BG,43.03257,23.37751,0,
3204320,Beli Manastir,Beli Manastir,HR,45.77,18.60361,6327,
3202186,Darda,Darda,HR,45.62806,18.69972,4151,
3204145,Bilje,Bilje,HR,45.60694,18.74389,3163,
3197536,Kotoriba,Kotoriba,HR,46.355,16.81806,2938,
3191265,Sarvaš,Sarvas,HR,45.52722,18.8375,1658,
3200856,Ferdinandovac,Ferdinandovac,HR,46.06054,17.19187,1352,
3197997,Kneževi Vinogradi,Knezevi Vinogradi,HR,45.75028,18.73306,1332,
3201203,Novo Virje,Novo Virje,HR,46.09139,17.15167,1026,
3198943,Jagodnjak,Jagodnjak,HR,45.69917,18.57694,990,
3202763,Čeminac,Ceminac,HR,45.68639,18.6675,865,
3196699,Legrad,Legrad,HR,46.2975,16.85667,862,
3200501,Gola,Gola,HR,46.19583,17.05806,779,
3203558,Branjin Vrh,Branjin Vrh,HR,45.79611,18.61,764,
3195346,Mece,Mece,HR,45.61889,18.72056,763,
3192725,Popovac,Popovac,HR,45.80917,18.65833,738,
3199814,Grabovac,Grabovac,HR,45.69722,18.74,736,
3198286,Karanac,Karanac,HR,45.76056,18.68444,658,
3194841,Podravska Moslavina,Podravska Moslavina,HR,45.78608,17.98339,655,
3197490,Kozarac,Kozarac,HR,45.71917,18.67611,615,
3196106,Lug,Lug,HR,45.66222,18.77583,602,
3204413,Batina,Batina,HR,45.84611,18.85,594,
3200884,Erdut,Erdut,HR,45.52639,19.06028,561,
3186377,Zmajevac,Zmajevac,HR,45.80188,18.80879,544,
3193436,Petlovac,Petlovac,HR,45.75833,18.52806,532,
3188368,Vardarac,Vardarac,HR,45.6275,18.77056,504,
3190329,Sopje,Sopje,HR,45.80111,17.7425,430,
3201250,Draž,Draz,HR,45.84222,18.78861,355,
13405691,Liberpolis,Liberpolis,HR,45.77468,18.88007,63,
3054643,Budapest,Budapest,HU,47.49835,19.04045,1741041,
721472,Debrecen,Debrecen,HU,47.53167,21.62444,172041,
715429,Szeged,Szeged,HU,46.253,20.14824,136651,
717582,Miskolc,Miskolc,HU,48.10327,20.77806,131342,
3046526,Pécs,Pecs,HU,46.07617,18.22814,123544,
7284824,Budapest XI. kerület,Budapest XI. keruelet,HU,47.47603,19.03605,118191,
3042430,Zugló,Zuglo,HU,47.51758,19.10549,110500,
3052009,Győr,Gyor,HU,47.68333,17.63512,109905,
7284842,Budapest III. kerület,Budapest III. keruelet,HU,47.54157,19.04501,105164,
716935,Nyíregyháza,Nyiregyhaza,HU,47.95539,21.71671,100035,
7284830,Budapest XIII. kerület,Budapest XIII. keruelet,HU,47.52978,19.08068,96501,
3050434,Kecskemét,Kecskemet,HU,46.90618,19.69128,93369,
3044774,Székesfehérvár,Szekesfehervar,HU,47.18995,18.41034,86360,
3043470,Újpest,Ujpest,HU,47.56863,19.08456,85589,
7284831,Budapest IV. kerület,Budapest IV. keruelet,HU,47.56182,19.08909,83617,
7284836,Budapest XVIII. kerület,Budapest XVIII. keruelet,HU,47.44417,19.17595,79241,
7284843,Budapest II. kerület,Budapest II. keruelet,HU,47.51984,19.02218,75419,
7284826,Budapest VIII. kerület,Budapest VIII. keruelet,HU,47.48919,19.07012,69888,
7284832,Budapest XV. kerület,Budapest XV. keruelet,HU,47.56263,19.11681,68185,
3049646,Kőbánya,Kobanya,HU,47.48427,19.13913,66651,
7284841,Budapest XVII. kerület,Budapest XVII. keruelet,HU,47.47997,19.25388,66512,
11054704,Józsefváros,Jozsefvaros,HU,47.48938,19.07292,65413,0
7284839,Budapest XXI. kerület,Budapest XXI. keruelet,HU,47.42215,19.06641,64888,
715126,Szolnok,Szolnok,HU,47.18066,20.19835,60592,
7284833,Budapest XVI. kerület,Budapest XVI. keruelet,HU,47.51482,19.17028,58211,
3044082,Tatabánya,Tatabanya,HU,47.59247,18.38099,55971,
3050616,Kaposvár,Kaposvar,HU,46.36667,17.8,54638,
7284840,Budapest XX. kerület,Budapest XX. keruelet,HU,47.43674,19.10093,53865,
3053281,Érd,Erd,HU,47.39489,18.91361,53046,
3055970,Angyalföld,Angyalfoeld,HU,47.54765,19.07973,52705,
3053176,Erzsébetváros,Erzsebetvaros,HU,47.50207,19.07218,52700,
3042638,Zalaegerszeg,Zalaegerszeg,HU,46.83695,16.84401,52613,
7284835,Budapest XIX. kerület,Budapest XIX. keruelet,HU,47.45293,19.14943,52368,
3049795,Kispest,Kispest,HU,47.4515,19.14017,52235,
722437,Békéscsaba,Bekescsaba,HU,46.68333,21.1,50772,
3052655,Ferencváros,Ferencvaros,HU,47.47754,19.09081,50197,
3046433,Pestlőrinc,Pestlorinc,HU,47.42977,19.21592,49913,
3042929,Veszprém,Veszprem,HU,47.09327,17.91149,48387,
7284823,Budapest XII. kerület,Budapest XII. keruelet,HU,47.49192,19.01493,48062,
721239,Eger,Eger,HU,47.90265,20.37329,45794,
7284838,Budapest XXII. kerület,Budapest XXII. keruelet,HU,47.42698,19.04016,42924,
3053438,Dunaújváros,Dunaujvaros,HU,46.96479,18.93974,42571,
3047679,Nagykanizsa,Nagykanizsa,HU,46.45347,16.99104,40246,
719965,Hódmezővásárhely,Hodmezovasarhely,HU,46.41667,20.33333,37407,
7284828,Budapest VI. kerület,Budapest VI. keruelet,HU,47.50369,19.06583,35802,
3054543,Cegléd,Cegled,HU,47.17266,19.79952,33393,
3045965,Rákospalota,Rakospalota,HU,47.56453,19.12207,32750,
716671,Ózd,Ozd,HU,48.21667,20.3,32704,
3055685,Baja,Baja,HU,46.18299,18.95307,32056,
6690770,Újpalota,Ujpalota,HU,47.53728,19.14411,30820,
3046445,Pesterzsébet,Pesterzsebet,HU,47.43333,19.11667,30638,
3043293,Vác,Vac,HU,47.77591,19.13612,29841,
3045643,Salgótarján,Salgotarjan,HU,48.09872,19.80303,29432,
3044760,Szekszárd,Szekszard,HU,46.34723,18.71189,29047,
12749860,Középső-Ferencváros,Koezepso-Ferencvaros,HU,47.47305,19.07971,28930,
3046686,Pápa,Papa,HU,47.33004,17.4674,28041,
3052040,Gyöngyös,Gyongyos,HU,47.78257,19.928,27997,
719311,Kazincbarcika,Kazincbarcika,HU,48.25,20.63333,27536,
3052236,Gödöllő,Godollo,HU,47.59657,19.35515,27517,
720334,Gyula,Gyula,HU,46.65,21.28333,27428,
720292,Hajdúböszörmény,Hajduboszormeny,HU,47.66667,21.51667,27163,
3049885,Kiskunfélegyháza,Kiskunfelegyhaza,HU,46.71213,19.84458,26962,
3056357,Ajka,Ajka,HU,47.10196,17.55892,26695,
716736,Orosháza,Oroshaza,HU,46.56667,20.66667,26667,
3053476,Dunakeszi,Dunakeszi,HU,47.63641,19.13864,25709,
3049880,Kiskunhalas,Kiskunhalas,HU,46.43402,19.48479,24950,
3053163,Esztergom,Esztergom,HU,47.7928,18.74148,24467,
715337,Szentes,Szentes,HU,46.65834,20.2608,23713,
3050907,Jászberény,Jaszbereny,HU,47.5,19.91667,23323,
3049512,Komló,Komlo,HU,46.19278,18.26494,22885,
3054663,Budafok,Budafok,HU,47.42393,19.03635,22764,
7117203,Budapest V. kerület,Budapest V. keruelet,HU,47.49958,19.05115,22341,
12749904,Óhegy,Ohegy,HU,47.47803,19.1479,21965,
717902,Makó,Mako,HU,46.21667,20.48333,21364,
3054646,Budaörs,Budaors,HU,47.46181,18.95845,21325,
3045971,Rákoskeresztúr,Rakoskeresztur,HU,47.47324,19.26178,21225,
3044475,Szigetszentmiklós,Szigetszentmiklos,HU,47.34382,19.04335,21142,
7284844,Budapest I. kerület,Budapest I. keruelet,HU,47.49705,19.03961,21018,
720276,Hajdúszoboszló,Hajduszoboszlo,HU,47.45,21.4,20213,
3044681,Szentendre,Szentendre,HU,47.66943,19.07561,20065,
3047651,Nagykőrös,Nagykoroes,HU,47.03419,19.77857,19989,
3044083,Tata,Tata,HU,47.65289,18.31838,19734,
3045960,Rákosszentmihály,Rakosszentmihaly,HU,47.52462,19.15501,19633,
3045332,Siófok,Siofok,HU,46.90413,18.058,19573,
714581,Törökszentmiklós,Torokszentmiklos,HU,47.18333,20.41667,19354,
719404,Karcag,Karcag,HU,47.31667,20.93333,19014,
3052101,Gyál,Gyal,HU,47.38449,19.2214,18646,
3047942,Monor,Monor,HU,47.35133,19.44733,18462,
3043095,Várpalota,Varpalota,HU,47.19936,18.13954,18104,
722439,Békés,Bekes,HU,46.76667,21.13333,18018,
3053590,Dombóvár,Dombovar,HU,46.37657,18.13696,17635,
3046768,Paks,Paks,HU,46.6221,18.85569,17542,
7284837,Budapest XXIII. kerület,Budapest XXIII. keruelet,HU,47.39788,19.11492,17328,
3046888,Oroszlány,Oroszlany,HU,47.48671,18.31225,17230,
3051621,Hatvan,Hatvan,HU,47.66667,19.68333,17193,
3048274,Mátyásföld,Matyasfoeld,HU,47.50949,19.21128,16888,
3049022,Lágymányos,Lagymanyos,HU,47.47243,19.05806,16779,
3050212,Keszthely,Keszthely,HU,46.76812,17.24317,16704,
3043019,Vecsés,Vecses,HU,47.40705,19.28648,16427,
717635,Mezőtúr,Mezotur,HU,47.0,20.63333,16292,
3049519,Komárom,Komarom,HU,47.74318,18.11913,15984,
717771,Mátészalka,Mateszalka,HU,47.95528,22.32348,15910,
3047967,Mohács,Mohacs,HU,45.9902,18.68621,15904,
721592,Csongrád,Csongrad,HU,46.71332,20.14241,15793,
12749851,Csepel-Csillagtelep,Csepel-Csillagtelep,HU,47.40918,19.05944,15747,
3050719,Kalocsa,Kalocsa,HU,46.52981,18.97283,15505,
718739,Kisvárda,Kisvarda,HU,48.21667,22.08333,15461,
715466,Szarvas,Szarvas,HU,46.86667,20.55,15444,
3042968,Veresegyház,Veresegyhaz,HU,47.6459,19.29536,15403,
721378,Diósgyőr,Diosgyor,HU,48.1,20.68333,15355,
715839,Sátoraljaújhely,Satoraljaujhely,HU,48.39492,21.65871,15344,
720284,Hajdúnánás,Hajdunanas,HU,47.85,21.43333,15327,
722636,Balmazújváros,Balmazujvaros,HU,47.61667,21.35,15310,
717652,Mezőkövesd,Mezokovesd,HU,47.81667,20.58333,15045,
3044141,Tapolca,Tapolca,HU,46.88152,17.44117,14958,
3044821,Százhalombatta,Szazhalombatta,HU,47.32949,18.93878,14931,
714697,Tiszaújváros,Tiszaujvaros,HU,47.93333,21.08333,14700,94
3053485,Dunaharaszti,Dunaharaszti,HU,47.3545,19.09822,14427,
3052542,Fót,Fot,HU,47.6177,19.1887,14254,
3053836,Dabas,Dabas,HU,47.18594,19.31091,14101,
723030,Abony,Abony,HU,47.1899,20.00476,13890,
716301,Püspökladány,Puspokladany,HU,47.31667,21.11667,13591,
12503655,Csepel-Királyerdő,Csepel-Kiralyerdo,HU,47.40253,19.09182,13529,
3052241,Göd,God,HU,47.68324,19.13417,13492,
3045476,Sashalom,Sashalom,HU,47.51526,19.17058,12994,
720364,Gyomaendrőd,Gyomaendrod,HU,46.93333,20.83333,12914,
3049896,Kiskőrös,Kiskoros,HU,46.62139,19.28528,12827,
3046230,Pomáz,Pomaz,HU,47.64227,19.02784,12679,
3045979,Rákoscsaba,Rakoscsaba,HU,47.48787,19.29807,12663,
12749905,Újhegy,Ujhegy,HU,47.46719,19.16635,12628,
3047927,Mór,Mor,HU,47.37787,18.20353,12486,
722324,Berettyóújfalu,Berettyoujfalu,HU,47.22362,21.53656,12421,
3054648,Budakeszi,Budakeszi,HU,47.51083,18.92717,12180,
3046340,Pilisvörösvár,Pilisvoeroesvar,HU,47.61386,18.90893,12132,
3055287,Bátonyterenye,Batonyterenye,HU,47.96962,19.84076,12081,
3054809,Bonyhád,Bonyhad,HU,46.29921,18.53024,12056,
3052045,Gyömrő,Gyomro,HU,47.42733,19.40133,12031,
3045154,Soroksár,Soroksar,HU,47.40515,19.12441,11887,
3055601,Balassagyarmat,Balassagyarmat,HU,48.07296,19.29614,11841,151
714692,Tiszavasvári,Tiszavasvari,HU,47.96667,21.35,11586,
3045974,Rákoshegy,Rakoshegy,HU,47.46256,19.23893,11571,
714464,Újfehértó,Ujfeherto,HU,47.8,21.68333,11510,
716948,Nyírbátor,Nyirbator,HU,47.83333,22.13333,11418,
3045564,Sárbogárd,Sarbogard,HU,46.88692,18.62041,11410,
12749875,Havanna-lakótelep,Havanna-lakotelep,HU,47.44031,19.16695,11353,
3047669,Nagykáta,Nagykata,HU,47.41514,19.7441,11323,
3046531,Pécel,Pecel,HU,47.48962,19.34162,11214,
3055566,Balatonfüred,Balatonfuered,HU,46.96188,17.87187,11167,
3044487,Szigethalom,Szigethalom,HU,47.32228,19.00262,11128,
720287,Hajdúhadház,Hajduhadhaz,HU,47.68333,21.66667,10958,
718744,Kisújszállás,Kisujszallas,HU,47.21667,20.76667,10761,
3053562,Dorog,Dorog,HU,47.72095,18.73641,10759,
3050290,Kistarcsa,Kistarcsa,HU,47.54757,19.26247,10748,
3043356,Üllő,UEllo,HU,47.38771,19.35533,10357,
3055368,Barcs,Barcs,HU,45.96,17.45861,10298,
12749862,József Attila-lakótelep,Jozsef Attila-lakotelep,HU,47.46413,19.11681,10256,
11054702,Lipótváros,Lipotvaros,HU,47.50243,19.0493,10242,0
3043849,Tolna,Tolna,HU,46.42677,18.78248,10209,
3049875,Kiskunmajsa,Kiskunmajsa,HU,46.49028,19.74,10161,
715867,Sárospatak,Sarospatak,HU,48.3245,21.57383,10103,
714774,Tiszaföldvár,Tiszafoldvar,HU,46.98333,20.25,10092,
3056326,Albertirsa,Albertirsa,HU,47.24315,19.61686,10084,
12749917,Istvánmező,Istvanmezo,HU,47.5047,19.09554,10024,
12749854,Pacsirtatelep,Pacsirtatelep,HU,47.42189,19.12199,9992,
714754,Tiszakécske,Tiszakecske,HU,46.93261,20.10349,9983,
715945,Sajószentpéter,Sajoszentpeter,HU,48.21667,20.71667,9927,
3043778,Törökbálint,Toeroekbalint,HU,47.42931,18.91356,9909,160
12749858,Wekerletelep,Wekerletelep,HU,47.45561,19.12609,9741,
3054533,Celldömölk,Celldomolk,HU,47.25713,17.15027,9707,
3051077,Isaszeg,Isaszeg,HU,47.53011,19.40205,9691,
720006,Heves,Heves,HU,47.6,20.28333,9614,
717669,Mezőberény,Mezobereny,HU,46.81667,21.03333,9610,
3044469,Szigetvár,Szigetvar,HU,46.04865,17.80554,9576,
3048456,Marcali,Marcali,HU,46.58498,17.41196,9533,
12749891,Rákoscsaba-Újtelep,Rakoscsaba-Ujtelep,HU,47.50116,19.28589,9475,
3046355,Pilis,Pilis,HU,47.28904,19.54848,9436,
3055030,Bicske,Bicske,HU,47.48419,18.64404,9411,
721246,Edelény,Edeleny,HU,48.3,20.73333,9381,
3049002,Lajosmizse,Lajosmizse,HU,47.02133,19.56171,9378,
714772,Tiszafüred,Tiszafuered,HU,47.61667,20.76667,9241,
720280,Hajdúsámson,Hajdusamson,HU,47.6,21.76667,9225,
717281,Nagykálló,Nagykallo,HU,47.87491,21.84082,9176,
3054630,Budatétény,Budateteny,HU,47.40869,19.03608,9107,
715888,Sarkad,Sarkad,HU,46.75,21.38333,9093,
12749887,Újpéteritelep,Ujpeteritelep,HU,47.40677,19.19046,9082,
12749845,Csepel-Belváros,Csepel-Belvaros,HU,47.43031,19.06842,8891,
3047819,Nagyatád,Nagyatad,HU,46.22961,17.35788,8795,
12749911,Magdolnanegyed,Magdolnanegyed,HU,47.49298,19.08323,8772,
12749856,Gubacsipuszta,Gubacsipuszta,HU,47.43117,19.14119,8712,
3045364,Siklós,Siklos,HU,45.85499,18.29752,8653,
3043860,Tököl,Toekoel,HU,47.32178,18.96249,8639,
3048630,Maglód,Maglod,HU,47.44258,19.36438,8622,
3046580,Pásztó,Paszto,HU,47.92019,19.69829,8601,
715302,Szerencs,Szerencs,HU,48.15993,21.2097,8539,
714504,Túrkeve,Turkeve,HU,47.1,20.75,8513,
12749852,Csepel-Erdősor,Csepel-Erdosor,HU,47.40749,19.07583,8493,
715422,Szeghalom,Szeghalom,HU,47.03333,21.16667,8487,
7284912,Kerepes,Kerepes,HU,47.56008,19.28289,8466,
12749907,Csarnoknegyed,Csarnoknegyed,HU,47.49397,19.07366,8404,
719655,Jászapáti,Jaszapati,HU,47.51667,20.15,8335,
12749892,Rákoskert,Rakoskert,HU,47.4645,19.29767,8323,
3050967,Jánoshalma,Janoshalma,HU,46.29861,19.32583,8291,
12749914,Palotanegyed,Palotanegyed,HU,47.49269,19.06522,8249,
3044171,Tamási,Tamasi,HU,46.63333,18.28333,8229,
12749861,Belső-Ferencváros,Belso-Ferencvaros,HU,47.48528,19.0647,8200,
718312,Kunszentmárton,Kunszentmarton,HU,46.83916,20.28879,8165,
720290,Hajdúdorog,Hajdudorog,HU,47.81667,21.5,8086,
714188,Vásárosnamény,Vasarosnameny,HU,48.12542,22.31325,7913,
3045294,Solymár,Solymar,HU,47.59246,18.93212,7855,
3046026,Ráckeve,Rackeve,HU,47.16095,18.94478,7844,
12749913,Orczynegyed,Orczynegyed,HU,47.48541,19.08847,7839,
721428,Derecske,Derecske,HU,47.35,21.56667,7825,
3050454,Kecel,Kecel,HU,46.52528,19.25194,7781,
717449,Nádudvar,Nadudvar,HU,47.41667,21.16667,7764,
3047206,Ócsa,Ocsa,HU,47.29986,19.23057,7732,
3046442,Pesthidegkút,Pesthidegkut,HU,47.55764,18.96443,7723,
3053489,Dunaföldvár,Dunafoldvar,HU,46.80713,18.92763,7712,
720988,Fehérgyarmat,Fehergyarmat,HU,47.98333,22.51667,7676,
3049878,Kiskunlacháza,Kiskunlachaza,HU,47.18839,19.0093,7633,
3049100,Kunszentmiklós,Kunszentmiklos,HU,47.02699,19.12575,7629,
721404,Dévaványa,Devavanya,HU,47.03333,20.96667,7476,
3047646,Nagykovácsi,Nagykovacsi,HU,47.5814,18.88549,7470,
3055038,Biatorbágy,Biatorbagy,HU,47.4706,18.81892,7337,
12749906,Corvinnegyed,Corvinnegyed,HU,47.49021,19.071,7231,
718321,Kunhegyes,Kunhegyes,HU,47.36667,20.63333,7192,
3048847,Lenti,Lenti,HU,46.62403,16.53863,7139,
3053283,Ercsi,Ercsi,HU,47.25194,18.89623,7125,
3055590,Balatonalmádi,Balatonalmadi,HU,47.03526,18.02076,7109,
716356,Polgár,Polgar,HU,47.86667,21.11667,7094,
3053434,Dunavarsány,Dunavarsany,HU,47.27859,19.06617,7089,
3043678,Tura,Tura,HU,47.60924,19.60279,7049,
3044154,Sülysáp,Suelysap,HU,47.45206,19.53369,7019,
12749895,Felsőrákos,Felsorakos,HU,47.496,19.16032,6989,
720687,Füzesabony,Fuzesabony,HU,47.75,20.41667,6954,
3050909,Jászárokszállás,Jaszarokszallas,HU,47.64238,19.98038,6890,
3052381,Gárdony,Gardony,HU,47.20942,18.63607,6889,
3044103,Tárnok,Tarnok,HU,47.37327,18.84579,6791,
716951,Nyíradony,Nyiradony,HU,47.69746,21.91878,6652,
3042603,Zalaszentgrót,Zalaszentgrot,HU,46.94474,17.07925,6626,
715924,Sándorfalva,Sandorfalva,HU,46.36087,20.09889,6577,
12749910,Losoncinegyed,Losoncinegyed,HU,47.48441,19.08172,6548,
3045298,Soltvadkert,Soltvadkert,HU,46.57889,19.39389,6540,
3047282,Nyergesújfalu,Nyergesujfalu,HU,47.76027,18.55694,6516,
3055760,Bácsalmás,Bacsalmas,HU,46.12648,19.3326,6466,
3053971,Csömör,Csomor,HU,47.55,19.23333,6412,
716247,Putnok,Putnok,HU,48.3,20.43333,6375,
714073,Vésztő,Veszto,HU,46.91667,21.26667,6369,
12749896,Gyárdűlő,Gyardulo,HU,47.47591,19.12041,6363,
12749849,Csepel-Szabótelep,Csepel-Szabotelep,HU,47.43497,19.07638,6362,
12749901,Ligettelek,Ligettelek,HU,47.49308,19.1285,6350,
12749884,Szemeretelep,Szemeretelep,HU,47.43879,19.2131,6336,
3049719,Kistelek,Kistelek,HU,46.4725,19.97972,6315,
3042536,Zirc,Zirc,HU,47.26362,17.87373,6216,
